epoch,seconds,learning_rate,train_dice,train_iou,train_precision,train_recall,train_loss,val_dice,val_iou,val_precision,val_recall,val_loss
48,1.54,0.00025,0.9362352088610205,0.8801148681172158,0.9284409173961657,0.9441614749135793,0.1176303397331919,0.9266457619852704,0.863317746524381,0.914712280242966,0.9388947318332557,0.1631317287683487
49,1.54,0.00025,0.9357063485326687,0.8791806164047107,0.9244246991511048,0.9472667617131809,0.11867291024753025,0.9265296377487899,0.8631161793845283,0.9158047545606454,0.9375086932437939,0.16592501861150147
50,1.51,0.00025,0.9355686915795697,0.8789375924764116,0.9262730201802718,0.9450528289358046,0.1206042999454907,0.9264887704514627,0.8630452527647012,0.9117487933205597,0.9417131729790801,0.16424918419024984
51,1.55,0.00025,0.9361822822009976,0.8800213293475903,0.9268815681169962,0.9456715426830459,0.1173293281027249,0.9268916532391128,0.863744705776336,0.9183693511993446,0.9355736076778729,0.16436478080319578
52,1.53,0.000125,0.936833146249749,0.8811722665592251,0.9273385003426942,0.9465242270960685,0.1159295927626746,0.9269250970472287,0.8638027918616087,0.9173956271928566,0.9366546201693017,0.1644647749232464
53,1.53,0.000125,0.936781588064466,0.8810810436955316,0.9282917039162603,0.9454281975665488,0.11698697400944573,0.9270527660609506,0.8640245640575586,0.915070030141962,0.9393534910846972,0.1630882586612076
54,1.52,0.000125,0.9367294856732066,0.8809888669453927,0.9264995413241881,0.947187860086323,0.11677281822477069,0.9266968019695055,0.863406354951694,0.9175854801553032,0.935990883379982,0.16332815147814203
55,1.62,0.000125,0.9367106540236481,0.8809555532257548,0.9283177303005717,0.9452567232388728,0.11711931249925069,0.9266779190432983,0.8633735720943218,0.917724396710986,0.9358078677211622,0.16380702398839544
56,1.56,0.000125,0.9364304745653154,0.8804600472005748,0.9285670120869579,0.9444282561568658,0.11765383158411298,0.9264218358178824,0.8629290970384601,0.9234122298966498,0.9294511238381556,0.1640376153050876
57,1.53,0.000125,0.9372953449603724,0.8819904387502858,0.9258065093814453,0.9490729058844208,0.1151569384762219,0.9269593535158606,0.8638622931508513,0.9164605687111107,0.9377014697377508,0.16369994693115109
58,1.52,6.25e-05,0.9369820799293237,0.8814358274101599,0.9271559393758386,0.9470187293713259,0.11636990368366242,0.9266417109195902,0.8633107139960529,0.9183560488229247,0.9350782452946674,0.1637150933508013
59,1.55,6.25e-05,0.937427341763223,0.8822242267354977,0.9302187306140172,0.944748549889655,0.1155096104315349,0.9270650136250314,0.864045841917435,0.9178783363271281,0.9364374415875022,0.1630259283253404
60,1.58,6.25e-05,0.9377193114590612,0.8827415593396837,0.9273610115859966,0.948311622365877,0.11461910890681402,0.9271107487220559,0.8641253024184482,0.9166469893742621,0.9378161595506112,0.16321282210897226
61,1.54,6.25e-05,0.9375260482270953,0.8823990900319821,0.9288993569383333,0.9463144737613031,0.1150579035282135,0.9267202945840302,0.8634471423503366,0.9153446080239934,0.9383822879885603,0.16339974984770916
62,1.52,6.25e-05,0.9380920426107221,0.8834024042131111,0.9292485821165218,0.9471054430404469,0.11348865951810565,0.9268249786479997,0.8636289143968086,0.9152146398561137,0.9387336780534943,0.16338830942013224
63,1.55,6.25e-05,0.9378936661471285,0.883050628975018,0.9287414164857092,0.9472280921039783,0.11467522323131561,0.9267712906004976,0.8635356867401066,0.9166573177863443,0.937110939211959,0.1633544554475878
64,1.52,3.125e-05,0.9376467261189925,0.8826129209293676,0.9300123341517677,0.9454074956545515,0.11485124860491071,0.9266823896325281,0.8633813334295892,0.919594778057847,0.933880102781594,0.16341170546461325
65,1.5,3.125e-05,0.9379862928035769,0.8832148647871388,0.9284926206781743,0.9476761127277699,0.1150268304347992,0.9267174448893806,0.8634421946733934,0.9165099562801886,0.9371548629700758,0.16337862293251226
66,1.51,3.125e-05,0.9377923087526697,0.8828709455600326,0.9284405889331377,0.9473343358787571,0.11497992030211858,0.9266971148382854,0.8634068981363633,0.918264865344025,0.9352856630413298,0.1638570205598581
67,1.52,3.125e-05,0.9382855659459985,0.8837457002098881,0.9294219358784664,0.9473198836005703,0.11339267943586621,0.9262703998762472,0.8626663545174593,0.9175611449641451,0.9351465711406268,0.1642485551658224
68,1.53,3.125e-05,0.9381144499644425,0.8834421467859973,0.9288469961925941,0.9475686971466516,0.11362723435674395,0.9265115784975416,0.8630848362582174,0.9167869121905071,0.936444762213855,0.16385184130707725
69,1.52,3.125e-05,0.937497311398071,0.8823481779906426,0.9261311295840986,0.9491459484795812,0.1168393417767116,0.9263382075000091,0.8627839921015135,0.9147060362833584,0.9382700383844842,0.1644356294733579
70,1.52,1.5625e-05,0.9373108810662603,0.8820179527261188,0.9311927383583898,0.9435099505888327,0.11533263759953635,0.9262519984182475,0.8626344328965205,0.9208902052817046,0.931676594249404,0.16395380604462545
71,1.52,1.5625e-05,0.9381715839859067,0.8835434895476132,0.9280182972267549,0.9485494990527898,0.11417494816439493,0.926679462571977,0.8633762517882689,0.9169519504812597,0.9366155768287535,0.16348369102009008
72,1.51,1.5625e-05,0.937976473714972,0.8831974532579573,0.9277520166528606,0.9484288029998242,0.11372463992663792,0.9264602159353279,0.8629956986107523,0.9156272193015486,0.9375526170019107,0.16424983495571574
73,1.52,1.5625e-05,0.9377854541151965,0.8828587950977833,0.9299300898581326,0.9457746616409195,0.11429269816194262,0.9265955993388973,0.8632306694179875,0.9182678252201044,0.9350758050858832,0.16364843752540525
74,1.5,1.5625e-05,0.9380316669918216,0.8832953279639814,0.9296705539515188,0.9465445384059528,0.11378715523651668,0.9262717095310136,0.8626686264608282,0.9188784220876987,0.9337849346390077,0.16401005475247493
75,1.52,1.5625e-05,0.9379108694504648,0.8830811298908413,0.9286621482070578,0.9473456633400387,0.11418741515704564,0.926309488321685,0.8627341661739614,0.9163725625976036,0.9364642838841292,0.16431713690523242
